text,target
"Aghh,the day started off crappy,unorganised,then The Bitch is sucking up 2 me,i'm not enjoying my Thursday  !",0
@iceisawesome u dont understand how devestated i am over those commercials lmao..but as usual Drizzy makes it all better ,4
I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!! ,4
@Sezzie_K haha no one does  enjoying twitter and all it's twitterness haha,4
loves new phone ,4
at work.. meetings cancelled 2 days in a row.. wow! perhaps everybody's on holidays already.. ,0
@HumeEnquire Yes.  She's lovely.,4
@MartyKFarris Where are you going? Everyone is going places except me. ,0
my laptop is now somewhere. but not here.  hopfully it will get fixed.,0
"@rjaideep : Morning, wish could sleep some more ",0
@samanthaphoric Yup. You want to save the world you can also go Expo sale ,4
Headed to see Straylight Run at the Grog Shop ,4
@mileycyrus http://twitpic.com/64x8j - But I thought I liked the cookie... ,0
@wendyandlisa Thanks! (about the wine) I know Lisa is into the Coca-Cola. ,4
"@gem82  hello_jodie and I were chatting about England, and she told me to add you, cuz you're there and you love twilight too!!  ",4
Bored  Getting ready to watch SYTYCD at 8 ..... Excited &lt;3,0
@charmaineee go rob someone ,4
Finished the last of the soya chocolate milk and started my novel ,4
@13nikki i think i accidentally blocked you  are you able to see my tweets?,0
"@pghpenguins just like Crosby to send passes to Guerin AND Adams, rather than shoot himself on shots he could have made in his sleep ",4
@revolutiontour your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/12274/ ,4
@ijustine stunning however you never respond to any of your followers ,0
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,0
@Crucial_Xtreme Does that mean the July 13th date for VZW is not good anymore? ,0
@nancyadoresjon @JKFalsettoKing we could have been in NJ tonight! sigh ,0
Sister act ,4
In a min im going to update my site ,4
just now brought home my new car ,4
"Drat, play cancelled due to bad weatherforecast &amp; now it's absolutely gorgious outside ",0
@Toothology oh crap! i'm sure they won't dare charge for customer care in India though ,4
"I've done something to hurt my finger, and the pain woke me up.  ",0
"@Mandama004 We will 100% be playing a show at some stage during then, easy ",4
@theDebbyRyan Why dont you tweet back 2 me?  your making me sad...,0
@melzygirl you have no interview today? ,0
Everyone is asleep at 11 on a friday night. LAME. And i'm pissed i miss my show ,0
@kevindjohnson Sorry bout the Cards ,0
"@isabelafreitas 'epic show tonight in sï¿½o paulo, one of my favourites ever in 6 years! so glad I can sing again' o Tom ï¿½ tï¿½o  . .  fofo ",0
@felicityfuller Morning  How's you?,4
Oooooooouuuuuuuuuuucccccccchhhhhhhhhh. In soooo much pain. ,0
and never having the guts to say hi...missed opportunities  never mind byee,0
#delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday ,4
Said goodbye to Meng Mei tonight... ,0
Morning y'all big hey and thanks to my new PR followers il tweet you later when I'm at my laptop... ,4
"@anitaerikson hehe, I remember that ANZ rainbow  #EFTPOS",0
@TheBeerWench yeah I do! ,4
wish there wasn't any classes tom. ... damn swine flu... ,0
"back from Ascot, no richer unfortunately ",0
Oh My Gosh! talkin' bout your generation is the best ever ,4
And it is meeting time! Yahooooo ,4
eating waffels!getting ready for my third 12 hour shift in a row ,0
No one wants to be my Animal Crossing friend. ,0
@_erica guh my armory pages still arent updating ,0
text messaging with tiffany. ,4
My Cat-A-Pult just broke! ,0
@gogreen18 me 2 ,0
work work work ,0
"57 mile ride to Fly TN, then a 5 mile run-followed by lots of good food (lots)!  Mowed when I got home. Did I mention eating lots of food ",4
@randallpinky cali isnt until late june...but found someone 2 take my condo &amp; everything thats in it asap! so stayin w a friend till june ,0
"@HarperSimon awww baby, sorry! I took an Ambien  I'll be up and bring my laptop to tap away beside you until I get sleepy if that's ok?",0
@MomtoBrady @julialadewski @MomtoTSN @crunchymommy73 @shanhoorn I cannot seem to find one that will hold my massive boobs ,0
SMDH at @Ari_So_Focused being put on Twime Out... I need her right now ,0
@PerezHilton R.I.P. Farrah Fawcett http://bit.ly/DVCgs The beloved angel has passed away. ,0
"yay, BB10 tonight  and it's finally the end of the week tomorrow! i actually can't believe how energy-consuming squash is! i'm knackered..",4
yesterdays kickoff mimosa brunch at #beaconHotel was AMAZING. so much fun... too bad i was too hung over to drink that much! ,0
Sovi at 1:18 in the morning  http://twitpic.com/6esqs,4
@heiki1 Argh! I'm so sorry to hear that. ,0
"Aaaaah, its Friday, ur Vodka needs you, pointed out by the big Lotto finger lol ",4
I definitely landed on my face... I'm takin the L... Oh well  but  at the same time.,0
@SpanishKabob I know don't get to see that pretty face. ,4
"@sizzler_chetan Morning pal, glad that you got your Twitter account back. ",4
"dear UP friends, June 16 na ang start ng classes. ",4
crampssssss ,0
"getting ready, dance recital at four, you should come! ",4
@starrahlicious lol... U rite like 50 said I'm laughing straight to the bank wit this. But I dnt kno bout laughing in a recession lol.. ,0
Ahhh bad dream! Late to the gym.  it better be a nicer day today!,0
Gaaaaaaaaaah I hate finals... ,0
"@JBARSODMG jah-barr  hi stranger lol, how that UFC though...",4
Need to go 2 me bed soon up at 6.30 inthe mornin  frickin rage hi  x0x,0
working... 33 mins until I get to go home ,4
 having a bit of a rough day but things will get better. God is still God and still in control!,0
@kelliecohen aww man I wntd to go gay pride n the concert with u   maybe next year?,0
The espresso machine is gone! I officially have nothing left to live for at work ,0
can't we save the big shoulder look for winter.  there's something about all that padding that does not appeal to me ,0
"McFly is now called McFlu! Terrible joke ha  But im ill because of mr Poynter, er! Sore throat sucks Â¬Â¬",4
"@adventuregrrl no problem, how are you today ",4
exhausted............... and it doesnt slow down tmrw. ,0
It is 9.15pm and I'm so not prepared for my exam tomorrow - questioning if going back to uni whilst working full time was a good idea ,0
@eloisssee thanks cuz! ,4
Still thinkin about that squirrel from earlier! ,0
@shennn what does d stand for? Oh My David? anyway.. you're welcome ,4
Going to spend some time at the Dinner on the Ave event in Winter Park with my parents. Should be fun!   http://bit.ly/1rR9r,4
Oh i got to move now ,0
@AmyAmy_BoBamy I just called Tom. Realms Of Pretending To Be An Elf Guy. Yeah. There was a legit reason to call. Not legit enough though. ,0
just learnt movin frontside 180's and shuv its. on the other hand my mate may never use his arm after he broke and dislocated his elbow ,0
@matmusto whats a good electric acoustic guitar to buy? ide take your word over any review site ide really appreciate a reply thanks ,4
@JoyaCamaisa So sorry about your voice  Your voice needs sleep!,0
"eww sand in my tights. HOW? ew sand in my shoes ew ew , i must throw these shoes out there done, the seawater made them smell shite. ",0
@alyssagruber Thx for the  - always brightens the day,4
@ReemerFletcher Hey! Leave Miley alone ,0
@ruchirfalodiya thankx for the mail... and for answerin kal raat ko and today  .. thank u  m happy ,4
@iantalbot it wasn't me honest. You do REAL art ,4
i love online homework!!!!!!! ,0
"So much for working out, was helping my mother find something in a cabinet and stuff fell on my ankle, now I'm hobbling along ",0
  I TALKED TO U BUT I DIDNT HEAR WAT I WANTED,0
@BeauEurell  Oh I'm here.  Not paying too awfully much attention.  Balancing my checkbook.  Been trying all afternoon.  ,0
@mattcutts   Making great content is something we could all do better. I know that is true.,4
@KelseyleeDotCom KELS WHATS UP???  hope things are great!,4
@PeterApokotos You know a real one too? ,4
@rhispect my honey works nights so I have to sleep alone every night.  where do I find one of those living organisms? ,4
"@jesseflorig There's free, but a lot of free also requires ID.   I'm playing GTA instead, I guess. Waah.",0
@mjmbecky My original feed and most links on my review index are broken  I hope they fix it...redoing it all by hand would be such a pain.,0
I wanted to go eat with you guys but my mom made me go to Coolidge elementary to clean my old teacher's classroom ,0
House of Representatives to Publish Lawmakers' Expense Reports Online (WSJ link was broken) ,0
"@jasonbetts Dull, quiet, boring. Nothing new! We're leaving soon!!! Noone is here ",4
@LouiseBrown good game champ ,4
@SamwellCox only 2 and a half months to go mate ,4
I've always been there for you...sometimes i just miss the fact that we dont hang out at all. that's all. ,0
Homework ,0
@lisarinna - you are allowed to quit - just have to say you want out - but they are just going for drama effect ,4
"@kfirpravda no mac, me thinkpad girl ",4
Its raining so much  waiting for dad to pik me up.,0
I work too much ,0
"@laurah21 Good luck with the work! Making money is no child's play.  I am in office too, too bored ",0
"OMG crown uptown is closing?!  that makes me really, really sad...",0
@heeyyoukidd i love you ,4
"@Deekaay I miss when the trending topics were denver, nuggets and all the things that go along with that ",0
happy birthday @rlhaidet! ,4
Today was a long hard day.... And 2morrow is going 2 b even worst ,0
@PaulKinlan AmScreen -http://bit.ly/d1fSx  - No where near as good as ScreenReach ,4
@1omarion ii guess ii give up ii dont know what it takes for a reply but ii still got much love for you hun !  goodnight nyc time .,0
I LOVE IT TO MEET NEW PEOPLE ,4
"Cinema today, Terminator Salvation!  Xbox live later, add Homicide Daze if ya like!",4
@eighmee Chelsea match will be amazing!  Too bad we don't have more &quot;elite&quot; clubs visiting Seattle... someday....  ,4
Loosen up my buttons. ,4
@kandigurl I'm getting all your tweets outta order   but it sounds like it was a great concert!!,0
@Trixy98 aww. you still looked so really pretty ,4
"@equakecreative I posted first, but congrats @Gilamuffin. ",4
"i think that was the worst shift i have ever worked, people are so bloody stupid, seriously. // no cold rock anymore? ",0
@Kristms no way i love you ? make a suggestion for me too lol. oh btw when is ur bday? im excited 2 make ur cake ,4
"@sofiesunshine I think we're on J, it's something like 10 rows back in the stalls, right in the middle ",4
@zykloid Thanks! ,4
rough weekend! ,0
@IrishAttic Thanks for the rec!  Although I haven't been that chatty the past two weeks I hope to be back on form soon  #followfriday,4
@closetolove der kerl von step up oder she's the man undsoooo ,4
Off to do some training  wish me luck!,4
"Eatting a popsicle, sun burnt, thinking about you and missing you already  i dont like this.",0
"@iMissC_nd_B forget about them, they are fucking bitches ",4
"Just found out that I got exams in History n Philosophy, n Politics n Human rights... Sort of sad  But also sort of glad ",4
Still can't believe that Summer is officially over... ,0
Is back in the office after the move. Currently has no internet at home but does have Sky TV. ,4
Jus got a daquari to go and I'm feelin GRRRREEAAAT!  its all cuz of @miss_melodi,4
@CRISCOKIDD i just might jack your style on your twitter replies lol ,4
"&quot;Crazy I'm crazy for feelin' so lonely. I'm crazy, crazy for feelin' so blue.&quot; ",0
@Jacob_ftw I might have to sneak in and steal them  they're so awesome,0
my mom and i just put the bbq together!  woot!  unpacking and organizing at 4 a.m. is so fun!  ,4
"@AndrewJParker Tibia or fibula? Either way, ouch  Get well soon Jenna &lt;3",0
gonna go take my dog for a nice walk    back in about an hour xo,4
Made the cake without a recipe ,4
oh dearz tiredness ,0
"@carlyrenee yeah, just let me know ",4
I'm packed and on my way to the airport to get to @e3expo in LA for @vgtribune!! @mraellis is already there!  So pumped!! And a bit tired.,4
Partying ,4
@leeaannee CARLISLE  (U) im finding it hard to deal with :L,0
@AFineFrenzY whats a guy from slc to do. ,0
my eyes have been plastered to the screen since 8 this morning. my eyesight's gonna get worst!  potek manzxzx,0
"NYC: Let's match yesterday's weather complaints with praise for this beautiful day!  You know the sun, still shines... ",4
"@sunkissedpeach Yeah I'm up ! You know we're two insomniacs of a kind,lol. I'm glad things are going good momma! You deserve all the best ",4
@shortyjunior ,0
With Tears in my eyes! ,0
@christinaousley thanks ,4
uni... again ,0
@robertorubell  aww love you just dont get it  so sad God means so much to me and all who say (i love Jesus) dont be mad ok,0
"the girls are finally sleeping... &amp; even though it's early, i hope to be sleeping soon as well! CEC may not happen tomo.. lani is sick. ",0
@shanellelee @jbairy i think the chances are good that nora will be at twilight night ,4
@_supernatural_ http://twitpic.com/4u0r9 - if you need help for a shower... I'm here for u ,4
@clmaggart ok where did you find a picture of Rod and Tjo?  I haven't had luck yet finding one from last night.   ,0
My throat is all achy and stuff... Kinda scratchy too i feel kinda sick  oh drats,0
"Rise &amp; shine folks!  June 1...we are at the half way mark.  Hit it hard &amp; make it count...everyday is a new adventure!  Of course, smile ",4
"@solupsist dude, I took out the carpet, used a pressure washer and no luck. I went at it for 2 hours, and still pine-sol in it. ",0
"@ahoogst I'm seeing them too, can't wait. ",4
@jeanettejoy - I'm grateful for my two wonderful boys who sleep late - giving me a quiet morning.  ,4
Anyone have an epic car names for me? ,4
"@richardsonaimee umm okay,, i'll ring you later on tonight  ily xx.",4
i love those machines that change coins to bills  im 47 dollars richer!,4
"A few days with InDesign is driving me insane. Instead of music, my brain has started looping ad jingles and web memes ",0
"@devhammer hey, why have you been up late all week? ended 0d30? ",4
its after 12 an man is texting me telling me that he wants to come over.i say i'm tired..lol..da punk says he'll bring me redbull and KFC ,0
i'm so lonelyy with out my bf :[ the next 3 weeks are gonna be dedicated to the sims3 and youtube ,4
@Angpang yes appears to be so as the link to his twitter acount is on the &quot;official&quot; homepage ,4
blocked ang plurk dito sa ofc  ayan tuloy im pluurking thru gmail chat!!!! http://plurk.com/p/116tzm,0
"he din text me, he din call me and he forget about me. ",0
Think we will hit the beach today. We enjoyed the day by the pool yesterday even though Lexi's phone ended up in it!  I love my family!!,0
@greggarbo I'm ur 23800th follower! Hahahaha ,4
eating cereal ,4
@kungpowalexson hey alex i'm on my phone too! ,4
I don't seem to get carded anymore and that makes me sad ,0
I miss my daddy ,0
@circuitvapor Thx for #ff Many Blessings to you  @linnetwoods @dottibailey @beautifulfairy @jonpielaet @MauricioAlberto @rebeculla,4
@TheAmberHope I'm supposed to be going out for dinner to The Keg on Friday and then lunch with my old big sister thru Big Sisters on Sat ,0
@michaelmagical  aww thx same here... ,4
My mom told me to clean because we're getting our house appraised. My dad told me she's crazy and now I don't have to ,4
"Arsenal , you will be better next season. ",4
@missgiggly Lips are sealed.  But a lovely evening ,4
"I must say, I disagree. However, I am that girl you pictured Edward as my knight and shining armor  @daneheard",4
What the Fuck @ a 49 buck paycheck. ,0
"weather.com put this up Tuesday: Heat Advisory for Gibson County, TN until 7 pm CDT, Sat., Jun. 20, 2009. will prolly extend it tomorrow ",0
Photo: â¦ well alrighty then . go head  http://tumblr.com/xsh1z9xtc,4
@seratonation cant help but think he's upset about something ,0
I wish i knew ,0
@_Skylight We love to play things into the morgue don't we?  ,0
"one assignment left to due... it's gotta be in by midnight... then I am freeeeeeee, well until next week when the new class begins ",0
Chapped lips...I wish I knew where my Burt's Bees was. ,0
Surfin the net and fiddling with my broken  iPhone,0
"@blondeonbrdwy Hey girl!  I'm so upset the iphone software update isn't out!  What the hell, ya know!  It was supose to be here today! ",0
This guy is so confusing  Wtf ! Can i get some English ?,0
@glenacook56 what did u do? water &amp; miracle grow it? ,4
@nezzzzy hahah would you rather me call you a hussy? cause there both pretty concise. ,4
At golden corral; haha we love food ,4
time for bed...babysitting for about 12 hours tomorrow but i love the little guy!! ,4
"@Karadiak That had to be the cutest picture! You guys make such a cute couple, Im happy for you ",4
"@ichannisa but things that u said in skype last nite, it's not mature at all ",0
wishes that those Brazil-to-Paris plane victims could be found alive(which is sadly very doubtful).  ,0
I still cant believe its summer Im not programed correctly ,4
is so inspired and making some progress on this album!  I'm so excited. Time to clean and do a little work before bed.,4
watched grey's and svu after a nice night of bonfiring. on to oz! then maybe basic eight...? then sleep. ,4
Aimee (younger sister) made the 7th grade dance team! ,4
tomorrow is the last day I can &quot;see&quot; @Marii_annaax  ,0
@MiseryXchord Wow. That is SO incredibly retarded.   augh. I need a flamethrower to incinerate these people off the face of the planet.,0
I wish her attitude would change. It's horrible. We may be related but.. shes just different. ,0
am going to a b-day party peace out ,4
"@depechemode Dave, I know you're going to get well, you're a fighter. Best wishes from Chile ",4
"Yikes! I've got to prepare Dialight's LED entries to the Elektra awards and the deadline's tomorrow ... holy smoke, no pressure then ",0
Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker. ,0
"fuck, man, how has it been a year? i miss you like fuck ricky ",0
"@codemaker i know  its so sad though if a hamburger wouldnt keep me the bathroom for min 1wk,i would so be kicking worthington to the curb",0
@xKirstGottx my poor iccle kirstie    i know how u feel cause mines kept me up all night grrrr:@,0
OMG. ADAM and BOYFRIEND?  Why Adam? Why?  Oh well..he rocks anyway..,0
Is not looking forward to working the next two days ,0
"@FUCKCITY sorry its a little late, but happy birthday andy!  &lt;3",4
@chrisgarrett both times to London I flew Qantas &amp; had Qantas club membership. Stopover in Hong Kong. Club lounge has showers - very nice ,4
La push is breaking 7-8ft wish I was there ,0
Good morning peoples... glad I woke. Up early enough to go workout... Then something tasty for breakfast ,4
is off shopping in a bit  get my after prom party dress,4
It's raining... Hopefully finals won't take forever today ,0
closed zeta test ?????????? ???? ?????? ??? ??????? ??????? ?????? ?????????) ? ???? ???? ????? ????? - ?????? ?? DM ,4
@markboulton #fivesimplesteps The book/packaging came out nice. I look forward to ordering on Tuesday  How much US?,4
@nastassija Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,4
http://bit.ly/10j9Os  What's a 'crack bank' then? ,4
@BretiaShea @abcarroll @Ashonte @3nigmatic3nigma  i miss you guysss. hahaa everyone is there and i'm herree... ,0
@Maioush 5abeetlek eyyahaaaaaa walao  ya maioushy ,4
"@sjosjo as a fellow jra sufferer, i am so sorry  take it easy..",0
@sabotazystka  i'm fan of the two ,4
Bah. Stupid camera saturates me too much  Looking for stronger lights! xD,0
Shit.. I gave my glares to my nephew.. I just hope he doesn't break those.. Those are gifted ones.. ,0
"3 days since i was last on Twitter... blimey, i have had such a crap last 3 days ",0
"Almost finished with Half Blood Prince. Even though I know what's going to happen, I still get a little teared up ",0
says hi there...  http://plurk.com/p/11912s,4
new bg  for a change. lols.,4
@keyoperatedzero but you has headache. :x and you needs your sleepins. (and you can has sum jobro dreems i will send dem 2 u). ily ,4
"is officially a huge fan of El Internado, a Spain show, and the Klaxons, a british band. ",4
@iamalivingdead vocÃª que Ã© inteligente demais ,0
Happy Father's Day!! I keep telling my wife that having a baby today means she doesn't have to get me a gift. No dice ,0
"home fuckers. so tired, i hate you work. and no sleep in for me tmw  but ily Lake Distict &amp; my bestestness @xShellbellex xxxxxx",0
I really really want to go to Warped Tour!! ,0
Good morning! Care to join me for a home made latte on the porch? ,4
"@iamdiddy Congrats on 1,000,000  Want to follow me I have 22 lol",4
"@nicolejacinto Chinawhite 2005, Richie Garcia's birthday &amp; Nikki Jalandoni's first time.  Good memories ",4
I suck at golf! =( but at least I can swing ,4
@leebutton fair enough  just doing sisterly duties  LOL! X,4
freezing my a*s off.... ,0
Off to a prohibition party.. 20's-30's dress up. ,4
@DianafromCanada They have not officially announced the cancellation yet - heard that will happen tomorrow. Poor Aussie fans! ,0
"lol, I meant to say that you GNR (meeee!) I overuse 'lol' anyways ",0
shoots @afkam_azeez's birdy with a catapult  #squarespace,4
Another iTunes shopping spree...Happy Tuesday. ,4
i am soooooo tired and i'm late ,0
"went to lake travis and busted my toe,should be fun when i go to work ",0
talking to Markel.. He  makes my day  i lovr where im at right now!,4
http://bit.ly/17ABB2 I am here on way to Liverpool St for stansted express. Still no rain or thunder ,0
"@AaronSkwarcan Ok, good for you. ",4
i'm going to bed right now... at 5:26 pm! i'm so tired... ,4
"@mtgdude oh no! I'm sorry, I hope he's ok and he comes back home!! ",0
I have to have it.. http://bit.ly/11tuDF  ,0
@CourtneySit no we are having steak ,4
"Its a cold day here in South Aucks, I miss the sunshine, I miss daylight savings and I miss summer ",4
Work is killing me already....gonna be a long day!!  I am smiling  though!!!         ,4
"Happy mother's day!  &amp; esp to my own mom, i wish eu a blissful life and thank you so much for giving birth to me. Love ya so much!",4
@sector_ wow that sucks ,0
wanting to talk to some of my fav. stars but nobody will talk!!  but im gonna keep looking for some of my fav. stars!!!! ,0
hang out with family just now. it was awesome! love them. goodnight awesome people! ,4
Leaving New York ,0
@kel7alpha I only happened to look on a random chance. Timing is everything. ,4
As reported by @jedwhite there are definitely more PCs than Macs I noted that the majority of people with PC are using mouse  #semtech2009,4
Erewhon changed my favorite cereal.   This is the second time I've had a favorite cereal get changed on me - both times for the worse.,0
@MandyyJirouxx  Say Hello  lol x,4
i need a screen door for my room!  its so hott!,0
@fivetwosix but u're coming here  yay  so I see that as a congestively good month of sports event ,4
@katecottam got it!!! that was one of the first ones! ,4
Watching Kobe Doin' Work inside my bed  http://bit.ly/JJN3g,4
Bored out of my mind. ,0
@Petaah hahaha we just won't tell him will we? ,4
Taking Kemper to the doctor for a flu test.  ,0
"@dylan_mason I agree, it's done well for no promo, but I'm gutted that it was sooo close to #10! ",0
Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,0
"What the hell?!?! All I'm trying to do is add a picture, and it's not letting me, even though it says &quot;Nice pic!&quot; Nothing shows up! ",0
 cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????,4
@onehipmama There are *ways* to make these work trips fun..  ,4
Going 2 the mall ,4
wow.. tonight I'm going to a cool festival  .. i love it,4
back home ,4
Great show last night if you don't mind me saying! Hope to see you all at the Gova Fair on Friday! ,4
@tornadoliese oh wow good luck with the lax traffic ! That shit sucks !!  everytime I go its wack !,0
@ThisismyiQ aww i hope that you get better ,0
@gjbpartners I like that idea better than the real truth ,4
What a dreary day ,0
"Last day with this group  If nothing else, I taught Alfonso to say, &quot;Thank you, Mom, for my perfect nose&quot; with minimal prompting.",0
"i'll never let you go, don't ever forget; tell me you'll remember, forever young. ",4
"Ahhhh, sweet relief. Couch, blanket, sleep. But not until I've filled in @itsllgonewrong's matrix ",0
Sitting listening to random music while watching random stuff on TV  ,4
@CTVtoronto CTVtorontoOntario records third H1N1 flu death http://tinyurl.com/mvbafy -- OMG!     ,0
Nikki Shaffi is thinking about food  .......... `. http://tinyurl.com/mqvpsg,4
@theDebbyRyan Heyyy! could you pleasee give me a shoutout?? love you loads!!!! my name is Sana  i'll support you forever  xo,4
@taylorswift13 your new MV is sooooooooo amazing ,4
Is not having a good day. ,0
"@gypsyjenn Yep!  And with David Bowie, nonetheless!",4
@tonibrain k deal  i thought you wanted to head to america next year though? its really overrated  you'll miss aus i bet ... $5 !,4
Buy it this mornin  anywys agh this day passed on so quickly! I barely noticed the time! I hate wen it goes way quickly..u can't state an,0
i need money  sucks being skint,0
lazing around on a saturday watching hannah montana ,4
exhausted after my day with a four year old and a four month old.. but i miss them ,0
@Atiiqaa_x LOOOL! that made me laugh hahaa!  DID YOU HEAR JONAS BROTHERSSSSSSSSS????? ;D ahhh i love them aha. &lt;3x,4
being up @ 10 is nor.mal 4 me. ive woken up @ 6:45 all last week for camp ,0
"3 yrs , 1mnth &amp; 20 days til my Air Traffic Control Retirement ! Switching  to Snap Fitness &amp; Efusion Energy Club! http://profile.to/pj3k ",4
"@cinebo Well, it's Monday. The day you've been waiting for!  For the rest of us though... it's Monday .. ",4
@kissalex Thanks honey! ,4
@purplejellybean thank you!!!  ,4
@ronikasethi that makes me super sad  anywayss where are you going?,0
"thinking about how much I miss my true texan lady Brandye, who really needs to call me.  ",4
"@illBLvnDW4Evr32 mornin'!  Yeah, I'm surprise I'm up this early, LOL! Oooh, so you're gonna get some full service? ",4
http://twitpic.com/6odig - I want a swimming pool ,0
@Savfortomorrow I thought I was doing pretty good; I guess not. Bummer. ,0
"@johnhood #140conf is an international event with Characters joining us from across North America, Europe and the Middle East so yes. ",4
theres nothing worse than a sore loser ,4
@ndari I seriously don't know! skrg the pain has doubled. from the heel and from the ankle ,0
I have a headache and can't  seem to get rid of it ,0
@cococutie4u  holla happy early mother's day,4
@karkaremtg Thanks for the comments on my blog! I agree the points you mentioned should have been included ,4
made out like a bandit. future mother in law is awesome. gonna do more shopping thursday ,4
@shNicolerz yeah D: ahahha. its gross ,0
leaving for school here in about 5 minutes  bbl,0
I'm sick  and hungry ;) gonna eat somthing now ;),0
My damn private swim lesson never showed up  (but secretly I'm pretty happy cuz I'm tired!) LOL,0
I dont know. What to think. ,0
is happy tomorrow is the last day of school  not looking forward to math final. i barely remember it all ,0
not that drinking my home coffee is bad... i'm still loving the espresso machine someone bought me 2 years ago ,4
#inaperfectworld my car would need no petrol(gas) and I wouldn't drive an hour to work  wait! I wouldn't work just make art all day...,0
AKU LUPA LIHAT MY FAV SHOW TADI!  ,0
"@CherubNkotb Yeah if your profile is not blocked, but if they are blocked the boys cant' see you  or your replies. ",0
@Rissa545 You have been added to our list of agents.  The global #Chuck federation thanks you for your support.,4
Try to beat me! - http://fre2dy.mybrute.com/ ,4
note to self - uncross legs at least once every 10 minutes ,4
"how is it even possible to gain four pounds in one freaking night?  ten hours...four pounds...no, that does not swing well with libby! ",0
@Headwellred Done ,4
"@todddickerson nice, host a free ad for me? ",4
@DaliLama13 - its monday today ,4
argh. history ,0
@_iDANCE19 I love the meaning of Finals. Because it's the honest truth lol. This week has been crazy Finals all effin week WTF!? ,0
Feel dodgy after having cold lasagne for breakfast. When will i learn ,0
@mtstanford hay! I'm showing my tittays!!!  &amp; don't u dare pause cause u started...........,4
"Epic FAIL. 18 holes, Score of 61. I lose. ",0
I'm done Aiming on Twitter. I don't like foggy weather.  &amp; I wanna play tennis!,0
needs to get sum sexage ,0
"@brigwyn lol it's ok, i'm a fan of puns (hello my priests name is TartShapedBox  ) How are you this morning?",4
"@AyoLeilani - mindbendersupreme@gmail.com is me, all day, love! let's make it rain magic on people's ears ",4
@katryna09 @solerika cause yesterday was my dads birthday and I forgot and I have to help him clean the entire house tomorrow ,0
"@DanieSass so IDK when it happened or how, but i accidentaly stopped following you  how are you??? how have you been?",0
Chris and I have been up for over an hour and a half while the rest of the family sleeps. Yay Pacific time! ,0
doing online learners test ,4
"@Schofe See this Royal variety Charity, does that mean any money raised goes to .........Royalty? ",4
"Hmm, Im bored I think Ima make somee cookies todaay ! woooooooot. ",4
morning  any ideas how to free a fish bone from your throat ?,4
@ AnnieBelle3 Sangria??? I'm jealous...but i just drank some blueberry sake!!! ,4
At home jet.. But school isn't off... So I went home cuz of my bad stomach ache...   ,0
having coffee and banana for breakfast while watching Regis and Kelly ,4
sitting in work filling out reports   boss let some of the others leave early and not me how rude! ..damn reports i say!,0
"How come, in such a small audience, was some woman wearing the same top as me ? ",0
at home alone doing media revision for exam 2morro ,0
"@monaspeaks cuz we was goan go watch year one on sat and my friend has this sick ride.  btw, today me and palmer discussed how pt.2",0
@misscherryofsse WRONG..WRONG...RIGHT! Stupid Bitch! He Is NOT Fat! All I Do Is Twitter All My Friends..I Dnt Call Ppl Anymore ,4
Up earlt ; not feelin to qood but hair ; &amp;| eyebrownz latah. Mermoial weekend comin up cnt wait ,4
Each month Wired's design seems to evolve ever closer to that of advertorials. ,0
My musical taste has gone from bad to worse; I shouldn't be allowed to open iTunes after this one. ,0
"wow, @myClipperNATION is following me, thats more than I can say for my Lakers.  Guess theyre too busy for their fans.",0
@SullenCullen by the way Nice Picture! ,4
"@SaheliDatta Seems there are at least two accounts of axes.  CNN interview, and someone online. I'll believe it. Sad.  http://bit.ly/FoNhd",0
@TheRealJordin i cried at that story at the half...all i can think about is how upset he must be right now! ,0
@SabrinaO0318 im suffering bad from allergies this morning if that helps  prob not even close though...,0
"Right I NEED coffee , back in 5mins. Thank you for all the #followfriday reccys  and thank you for the smiles you all bring!!!! ",4
"Zoo was AWESOME! The rain scared erebody away. Except teenagers  I hate teenagers (shut up, yes I am one)",0
"can't find anyone else from hawaii on twitter   where is everyone?  Kat, we are the only ones!",0
Heading downtown to eat at O Casual ,4
Watching Sweeney Todd (again) Love this movie ,4
"just come back from church, the organ seems to be playing up after its service  so switched to piano instead. Free the rest of the day...",0
@mixxstina  sorry to hear that. If there is anything I can do just let me know...,0
@gawhatafeeling ahhh okay thanks hun  x,4
@DomesticSluts New teatowels are the bizzo ,4
@sarahjanewalker just ouside of Nice... looks tough    nice  http://bit.ly/6nKIQ,4
@Tumultuous why didn't I see you!?  or did I and now I've forgotten? oh well. happy birthday!,0
Change of plan: cupcakes tomorrow since we'll have more time to make &amp; decorate without interruption ,4
@corkangel76 I really wish i could be...i'm bummed ,0
aiks...heartburn ,0
holy crap! I was not expecting something this HOT this morning ,4
Sick. Already in bed. ,0
